Drug1,Drug2,Cell line,ZIP,classification
Temozolomide,Imatinib,U251MG_CENTRAL_NERVOUS_SYSTEM,-6.64,antagonism
Temozolomide,Imiquimod,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-6.83,antagonism
Temozolomide,Imiquimod,KM12_LARGE_INTESTINE,-9.03,antagonism
Temozolomide,Imiquimod,MDAMB468_BREAST,-6.06,antagonism
Temozolomide,Imiquimod,OVCAR8_OVARY,-6.35,antagonism
Temozolomide,Imiquimod,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-8.71,antagonism
Temozolomide,Imiquimod,SW620_LARGE_INTESTINE,-6.03,antagonism
Temozolomide,Imiquimod,T47D_BREAST,-5.96,antagonism
Temozolomide,Ixabepilone,786O_KIDNEY,7.09,synergy
Temozolomide,Ixabepilone,EKVX_LUNG,-6.41,antagonism
Temozolomide,Ixabepilone,HCT15_LARGE_INTESTINE,5.79,synergy
Temozolomide,Ixabepilone,HOP62_LUNG,6.83,synergy
Temozolomide,Ixabepilone,LOXIMVI_SKIN,5.95,synergy
Temozolomide,Ixabepilone,MDAMB468_BREAST,5.01,synergy
Temozolomide,MK-1775,A2058_SKIN,13.9025,synergy
Temozolomide,MK-1775,A2780_OVARY,11.834999999999999,synergy
Temozolomide,MK-1775,A375_SKIN,8.136666666666667,synergy
Temozolomide,MK-1775,A427_LUNG,13.3925,synergy
Temozolomide,MK-1775,CAOV3_OVARY,14.675,synergy
Temozolomide,MK-1775,COLO320_LARGE_INTESTINE,10.186666666666667,synergy
Temozolomide,MK-1775,EFM192A_BREAST,6.31,synergy
Temozolomide,MK-1775,HT144_SKIN,5.705,synergy
Temozolomide,MK-1775,HT29_LARGE_INTESTINE,9.775,synergy
Temozolomide,MK-1775,KPL1_BREAST,10.816666666666668,synergy
Temozolomide,MK-1775,LNCAPCLONEFGC_PROSTATE,2.273333333333334,synergy
Temozolomide,MK-1775,LOVO_LARGE_INTESTINE,5.37,synergy
Temozolomide,MK-1775,NCIH1650_LUNG,8.0125,synergy
Temozolomide,MK-1775,NCIH23_LUNG,8.22,synergy
Temozolomide,MK-1775,NCIH460_LUNG,7.88,synergy
Temozolomide,MK-1775,NCIH520_LUNG,7.62,synergy
Temozolomide,MK-1775,OV90_OVARY,-8.16,antagonism
Temozolomide,MK-1775,RKO_LARGE_INTESTINE,6.135,synergy
Temozolomide,MK-1775,RPMI7951_SKIN,8.89,synergy
Temozolomide,MK-1775,SF268_CENTRAL_NERVOUS_SYSTEM,8.606666666666667,synergy
Temozolomide,MK-1775,SKMEL30_SKIN,13.7675,synergy
Temozolomide,MK-1775,SKMES1_LUNG,8.93,synergy
Temozolomide,MK-1775,SKOV3_OVARY,10.95,synergy
Temozolomide,MK-1775,SW620_LARGE_INTESTINE,6.2,synergy
Temozolomide,MK-1775,SW837_LARGE_INTESTINE,10.0425,synergy
Temozolomide,MK-1775,T47D_BREAST,11.42,synergy
Temozolomide,MK-1775,UACC62_SKIN,7,synergy
Temozolomide,MK-1775,VCAP_PROSTATE,14.7075,synergy
Temozolomide,MK-1775,ZR751_BREAST,-5.02,antagonism
Temozolomide,MK-2206,A2058_SKIN,7.16,synergy
Temozolomide,MK-2206,A2780_OVARY,10.3325,synergy
Temozolomide,MK-2206,A375_SKIN,9.35,synergy
Temozolomide,MK-2206,A427_LUNG,-5.04,antagonism
Temozolomide,MK-2206,CAOV3_OVARY,7.11,synergy
Temozolomide,MK-2206,EFM192A_BREAST,5.64,synergy
Temozolomide,MK-2206,HCT116_LARGE_INTESTINE,5.1,synergy
Temozolomide,MK-2206,HT29_LARGE_INTESTINE,6.41,synergy
Temozolomide,MK-2206,KPL1_BREAST,11.379999999999999,synergy
Temozolomide,MK-2206,LNCAPCLONEFGC_PROSTATE,12,synergy
Temozolomide,MK-2206,MDAMB436_BREAST,-7.29,antagonism
Temozolomide,MK-2206,NCIH1650_LUNG,-6.03,antagonism
Temozolomide,MK-2206,NCIH23_LUNG,-7.775,antagonism
Temozolomide,MK-2206,NCIH460_LUNG,-6.1,antagonism
Temozolomide,MK-2206,OV90_OVARY,-5.56,antagonism
Temozolomide,MK-2206,RKO_LARGE_INTESTINE,15.08,synergy
Temozolomide,MK-2206,RPMI7951_SKIN,-5.335,antagonism
Temozolomide,MK-2206,SF268_CENTRAL_NERVOUS_SYSTEM,-7.405,antagonism
Temozolomide,MK-2206,SKMEL30_SKIN,0.21999999999999975,synergy
Temozolomide,MK-2206,SKOV3_OVARY,7.466666666666666,synergy
Temozolomide,MK-2206,SW837_LARGE_INTESTINE,5.68,synergy
Temozolomide,MK-2206,T47D_BREAST,10.633333333333333,synergy
Temozolomide,MK-2206,UACC62_SKIN,-0.425,synergy
Temozolomide,MK-2206,VCAP_PROSTATE,7.016666666666667,synergy
Temozolomide,MK-2206,ZR751_BREAST,8.85,synergy
Temozolomide,Methoxsalen,DU145_PROSTATE,5.53,synergy
Temozolomide,Methoxsalen,HOP62_LUNG,6.69,synergy
Temozolomide,Methoxsalen,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-8.35,antagonism
Temozolomide,Methoxsalen,LOXIMVI_SKIN,5.83,synergy
Temozolomide,Methoxsalen,SF539_CENTRAL_NERVOUS_SYSTEM,7.53,synergy
Temozolomide,Mitotane,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-9.45,antagonism
Temozolomide,Mitotane,MCF7_BREAST,5.6,synergy
Temozolomide,Mitotane,SF539_CENTRAL_NERVOUS_SYSTEM,6.32,synergy
Temozolomide,Mitotane,SKMEL5_SKIN,-5.18,antagonism
Temozolomide,Niraparib,A2058_SKIN,0.6833333333333336,synergy
Temozolomide,Niraparib,A2780_OVARY,31.205000000000002,synergy
Temozolomide,Niraparib,A375_SKIN,25.4525,synergy
Temozolomide,Niraparib,A427_LUNG,4.155,synergy
Temozolomide,Niraparib,CAOV3_OVARY,35.574285714285715,synergy
Temozolomide,Niraparib,COLO320_LARGE_INTESTINE,-7.426666667,antagonism
Temozolomide,Niraparib,EFM192A_BREAST,33.682857142857145,synergy
Temozolomide,Niraparib,ES2_OVARY,8.305,synergy
Temozolomide,Niraparib,HCT116_LARGE_INTESTINE,25.577142857142857,synergy
Temozolomide,Niraparib,HT144_SKIN,7.7,synergy
Temozolomide,Niraparib,HT29_LARGE_INTESTINE,22.97714285714286,synergy
Temozolomide,Niraparib,LNCAPCLONEFGC_PROSTATE,11.29,synergy
Temozolomide,Niraparib,LOVO_LARGE_INTESTINE,19.240000000000002,synergy
Temozolomide,Niraparib,MDAMB436_BREAST,13.9925,synergy
Temozolomide,Niraparib,NCIH1650_LUNG,17.44142857142857,synergy
Temozolomide,Niraparib,NCIH23_LUNG,10.34,synergy
Temozolomide,Niraparib,NCIH460_LUNG,21.405,synergy
Temozolomide,Niraparib,NCIH520_LUNG,14.3875,synergy
Temozolomide,Niraparib,OV90_OVARY,13.092500000000001,synergy
Temozolomide,Niraparib,RKO_LARGE_INTESTINE,23.685,synergy
Temozolomide,Niraparib,RPMI7951_SKIN,16.7325,synergy
Temozolomide,Niraparib,SF268_CENTRAL_NERVOUS_SYSTEM,11.071666666666665,synergy
Temozolomide,Niraparib,SKMEL30_SKIN,11.9225,synergy
Temozolomide,Niraparib,SKMES1_LUNG,26.765,synergy
Temozolomide,Niraparib,SKOV3_OVARY,23.7225,synergy
Temozolomide,Niraparib,SW620_LARGE_INTESTINE,-8.81,antagonism
Temozolomide,Niraparib,SW837_LARGE_INTESTINE,11.91,synergy
Temozolomide,Niraparib,T47D_BREAST,18.8325,synergy
Temozolomide,Niraparib,UACC62_SKIN,11.3025,synergy
Temozolomide,Niraparib,VCAP_PROSTATE,16.415,synergy
Temozolomide,Niraparib,ZR751_BREAST,7.1850000000000005,synergy
Temozolomide,PD-0325901,A2058_SKIN,7.1425,synergy
Temozolomide,PD-0325901,A2780_OVARY,7.254999999999999,synergy
Temozolomide,PD-0325901,A375_SKIN,-5.73,antagonism
Temozolomide,PD-0325901,CAOV3_OVARY,10.4,synergy
Temozolomide,PD-0325901,COLO320_LARGE_INTESTINE,-5.75,antagonism
Temozolomide,PD-0325901,EFM192A_BREAST,7.69,synergy
Temozolomide,PD-0325901,ES2_OVARY,7.92,synergy
Temozolomide,PD-0325901,HCT116_LARGE_INTESTINE,-7.865,antagonism
Temozolomide,PD-0325901,KPL1_BREAST,7.41,synergy
Temozolomide,PD-0325901,LOVO_LARGE_INTESTINE,-5.04,antagonism
Temozolomide,PD-0325901,MDAMB436_BREAST,-3.3375,antagonism
Temozolomide,PD-0325901,NCIH1650_LUNG,6.86,synergy
Temozolomide,PD-0325901,NCIH23_LUNG,-12.0325,antagonism
Temozolomide,PD-0325901,NCIH460_LUNG,-7.025,antagonism
Temozolomide,PD-0325901,OV90_OVARY,5.26,synergy
Temozolomide,PD-0325901,RKO_LARGE_INTESTINE,-2.326666667,antagonism
Temozolomide,PD-0325901,SKMES1_LUNG,-5.846666667,antagonism
Temozolomide,PD-0325901,SW620_LARGE_INTESTINE,-6.503333333,antagonism
Temozolomide,PD-0325901,T47D_BREAST,17.990000000000002,synergy
Temozolomide,PD-0325901,UACC62_SKIN,-5.2,antagonism
Temozolomide,PD-0325901,ZR751_BREAST,-5.88,antagonism
Temozolomide,Paclitaxel,A498_KIDNEY,-5.47,antagonism
Temozolomide,Paclitaxel,DU145_PROSTATE,9.7,synergy
Temozolomide,Paclitaxel,HCT116_LARGE_INTESTINE,7.77,synergy
Temozolomide,Paclitaxel,LOXIMVI_SKIN,-8.68,antagonism
Temozolomide,Paclitaxel,NCIH522_LUNG,6.62,synergy
Temozolomide,Paclitaxel,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,7.55,synergy
Temozolomide,Paclitaxel,SKMEL5_SKIN,11.4,synergy
Temozolomide,Paclitaxel,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-6.82,antagonism
Temozolomide,Pentostatin,HCT116_LARGE_INTESTINE,-8.37,antagonism
Temozolomide,Pentostatin,HCT15_LARGE_INTESTINE,-5.29,antagonism
Temozolomide,Pentostatin,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-6.36,antagonism
Temozolomide,Pipobroman,A549_LUNG,-10.26,antagonism
Temozolomide,Pipobroman,HCT15_LARGE_INTESTINE,-6.83,antagonism
Temozolomide,Pipobroman,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,7.04,synergy
Temozolomide,Pipobroman,HOP62_LUNG,-8.22,antagonism
Temozolomide,Pipobroman,HS578T_BREAST,-5.76,antagonism
Temozolomide,Pipobroman,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-9.34,antagonism
Temozolomide,Pipobroman,LOXIMVI_SKIN,-5.82,antagonism
Temozolomide,Pipobroman,NCIH2122_LUNG,-6.01,antagonism
Temozolomide,Pipobroman,NCIH460_LUNG,-5.37,antagonism
Temozolomide,Pipobroman,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-9.27,antagonism
Temozolomide,Pipobroman,SF295_CENTRAL_NERVOUS_SYSTEM,-7.92,antagonism
Temozolomide,Pipobroman,SKMEL5_SKIN,-7.52,antagonism
Temozolomide,Pipobroman,SNB75_CENTRAL_NERVOUS_SYSTEM,-5.28,antagonism
Temozolomide,Pipobroman,SW620_LARGE_INTESTINE,-6.1,antagonism
Temozolomide,Pipobroman,UACC62_SKIN,-9.65,antagonism
Temozolomide,Pipobroman,UO31_KIDNEY,-5.98,antagonism
Temozolomide,Ridaforolimus,A375_SKIN,9.6,synergy
Temozolomide,Ridaforolimus,A427_LUNG,8.735,synergy
Temozolomide,Ridaforolimus,CAOV3_OVARY,5.17,synergy
Temozolomide,Ridaforolimus,COLO320_LARGE_INTESTINE,0.07499999999999973,antagonism
Temozolomide,Ridaforolimus,EFM192A_BREAST,14.115,synergy
Temozolomide,Ridaforolimus,ES2_OVARY,7.07,synergy
Temozolomide,Ridaforolimus,HCT116_LARGE_INTESTINE,8.719999999999999,synergy
Temozolomide,Ridaforolimus,HT29_LARGE_INTESTINE,3.233333333333334,synergy
Temozolomide,Ridaforolimus,KPL1_BREAST,20.630000000000003,synergy
Temozolomide,Ridaforolimus,LNCAPCLONEFGC_PROSTATE,9.067499999999999,synergy
Temozolomide,Ridaforolimus,LOVO_LARGE_INTESTINE,6.54,synergy
Temozolomide,Ridaforolimus,MDAMB436_BREAST,-9.605,antagonism
Temozolomide,Ridaforolimus,NCIH23_LUNG,-5.76,antagonism
Temozolomide,Ridaforolimus,NCIH460_LUNG,8.51,synergy
Temozolomide,Ridaforolimus,RKO_LARGE_INTESTINE,8.285,synergy
Temozolomide,Ridaforolimus,RPMI7951_SKIN,-5.23,antagonism
Temozolomide,Ridaforolimus,SF268_CENTRAL_NERVOUS_SYSTEM,11.04,synergy
Temozolomide,Ridaforolimus,SKMEL30_SKIN,11.59,synergy
Temozolomide,Ridaforolimus,SKMES1_LUNG,7.76,synergy
Temozolomide,Ridaforolimus,SKOV3_OVARY,9.965,synergy
Temozolomide,Ridaforolimus,SW837_LARGE_INTESTINE,5.19,synergy
Temozolomide,Ridaforolimus,T47D_BREAST,15.370000000000001,synergy
Temozolomide,Ridaforolimus,UACC62_SKIN,5.89,synergy
Temozolomide,Ridaforolimus,VCAP_PROSTATE,7.136666666666667,synergy
Temozolomide,Ridaforolimus,ZR751_BREAST,7.2375,synergy
Temozolomide,Sorafenib,A2058_SKIN,6.415,synergy
Temozolomide,Sorafenib,A2780_OVARY,7.456666666666666,synergy
Temozolomide,Sorafenib,A375_SKIN,7.6933333333333325,synergy
Temozolomide,Sorafenib,A427_LUNG,5.58,synergy
Temozolomide,Sorafenib,CAOV3_OVARY,13.955,synergy
Temozolomide,Sorafenib,EFM192A_BREAST,10.99,synergy
Temozolomide,Sorafenib,HCT116_LARGE_INTESTINE,7.73,synergy
Temozolomide,Sorafenib,HT144_SKIN,5.72,synergy
Temozolomide,Sorafenib,KPL1_BREAST,6.976666666666667,synergy
Temozolomide,Sorafenib,MDAMB436_BREAST,5.75,synergy
Temozolomide,Sorafenib,NCIH1650_LUNG,7.609999999999999,synergy
Temozolomide,Sorafenib,NCIH520_LUNG,6.413333333333334,synergy
Temozolomide,Sorafenib,OVCAR8_OVARY,10.04,synergy
Temozolomide,Sorafenib,RKO_LARGE_INTESTINE,9.665,synergy
Temozolomide,Sorafenib,RPMI7951_SKIN,-6.505,antagonism
Temozolomide,Sorafenib,SKMES1_LUNG,10.935,synergy
Temozolomide,Sorafenib,SKOV3_OVARY,18.175,synergy
Temozolomide,Sorafenib,SW837_LARGE_INTESTINE,6.88,synergy
Temozolomide,Sorafenib,T47D_BREAST,18.395,synergy
Temozolomide,Sorafenib,VCAP_PROSTATE,12.66,synergy
Temozolomide,Sorafenib,ZR751_BREAST,19.4625,synergy
Temozolomide,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,12.83,synergy
Temozolomide,Thalidomide,HCT116_LARGE_INTESTINE,9.05,synergy
Temozolomide,Thalidomide,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-9.17,antagonism
Temozolomide,Thalidomide,LOXIMVI_SKIN,-6.98,antagonism
Temozolomide,Topotecan,A2780_OVARY,12.92,synergy
Temozolomide,Topotecan,A375_SKIN,8.475000000000001,synergy
Temozolomide,Topotecan,CAOV3_OVARY,16.3625,synergy
Temozolomide,Topotecan,COLO320_LARGE_INTESTINE,-9.5025,antagonism
Temozolomide,Topotecan,EFM192A_BREAST,7.297499999999999,synergy
Temozolomide,Topotecan,HCT116_LARGE_INTESTINE,11.995,synergy
Temozolomide,Topotecan,HT144_SKIN,6.47,synergy
Temozolomide,Topotecan,HT29_LARGE_INTESTINE,7.97,synergy
Temozolomide,Topotecan,LNCAPCLONEFGC_PROSTATE,-19.8525,antagonism
Temozolomide,Topotecan,NCIH1650_LUNG,5.9,synergy
Temozolomide,Topotecan,NCIH460_LUNG,5.07,synergy
Temozolomide,Topotecan,RKO_LARGE_INTESTINE,9.13,synergy
Temozolomide,Topotecan,RPMI7951_SKIN,7.0600000000000005,synergy
Temozolomide,Topotecan,SKMEL30_SKIN,8.98,synergy
Temozolomide,Topotecan,SKMES1_LUNG,8.42,synergy
Temozolomide,Topotecan,SKOV3_OVARY,9.12,synergy
Temozolomide,Topotecan,SW837_LARGE_INTESTINE,5.34,synergy
Temozolomide,Topotecan,T47D_BREAST,15.834999999999999,synergy
Temozolomide,Topotecan,VCAP_PROSTATE,7.3100000000000005,synergy
Temozolomide,Valrubicin,A498_KIDNEY,5.48,synergy
Temozolomide,Valrubicin,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-10.42,antagonism
Temozolomide,Valrubicin,MDAMB435S_SKIN,-5.56,antagonism
Temozolomide,Valrubicin,U251MG_CENTRAL_NERVOUS_SYSTEM,-5.2,antagonism
Temozolomide,Valrubicin,UACC62_SKIN,-7.01,antagonism
Temsirolimus,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,13.38,synergy
Teniposide,5-Azacitidine,CAKI1_KIDNEY,-7.67,antagonism
Teniposide,5-Azacitidine,HCT116_LARGE_INTESTINE,-8.06,antagonism
Teniposide,5-Azacitidine,HS578T_BREAST,-8.02,antagonism
Teniposide,5-Azacitidine,KM12_LARGE_INTESTINE,-6.07,antagonism
Teniposide,5-Azacitidine,LOXIMVI_SKIN,-5.18,antagonism
Teniposide,5-Azacitidine,MALME3M_SKIN,-5.25,antagonism
Teniposide,5-Azacitidine,NCIH2122_LUNG,-8.24,antagonism
Teniposide,5-Azacitidine,NCIH522_LUNG,-5.68,antagonism
Teniposide,5-Azacitidine,PC3_PROSTATE,-6.13,antagonism
Teniposide,5-Azacitidine,SKMEL5_SKIN,5.59,synergy
Teniposide,5-Azacitidine,SKOV3_OVARY,-7.22,antagonism
Teniposide,5-Azacitidine,SNB75_CENTRAL_NERVOUS_SYSTEM,-6.97,antagonism
Teniposide,5-Azacitidine,T47D_BREAST,-8.34,antagonism
Teniposide,5-Azacitidine,UACC62_SKIN,-6.47,antagonism
Teniposide,5-Azacitidine,UO31_KIDNEY,-5.86,antagonism
Teniposide,Allopurinol,BT549_BREAST,-8.18,antagonism
Teniposide,Allopurinol,CAKI1_KIDNEY,-6.49,antagonism
Teniposide,Allopurinol,EKVX_LUNG,-7.15,antagonism
Teniposide,Allopurinol,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,8.5,synergy
Teniposide,Allopurinol,HOP92_LUNG,-8.63,antagonism
Teniposide,Allopurinol,HS578T_BREAST,-9.09,antagonism
Teniposide,Allopurinol,KM12_LARGE_INTESTINE,-5.66,antagonism
Teniposide,Allopurinol,LOXIMVI_SKIN,-5.78,antagonism
Teniposide,Allopurinol,MALME3M_SKIN,-6.23,antagonism
Teniposide,Allopurinol,MCF7_BREAST,-9.79,antagonism
Teniposide,Allopurinol,MDAMB468_BREAST,-5.79,antagonism
Teniposide,Allopurinol,NCIH522_LUNG,-7.6,antagonism
Teniposide,Allopurinol,PC3_PROSTATE,-5.68,antagonism
Teniposide,Allopurinol,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,10.07,synergy
Teniposide,Allopurinol,SKOV3_OVARY,-7.74,antagonism
Teniposide,Allopurinol,SNB75_CENTRAL_NERVOUS_SYSTEM,-8.18,antagonism
Teniposide,Allopurinol,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,5.84,synergy
Teniposide,Allopurinol,T47D_BREAST,-9.41,antagonism
Teniposide,Allopurinol,UACC62_SKIN,-8.47,antagonism
Teniposide,Allopurinol,UO31_KIDNEY,-5.77,antagonism
Teniposide,Altretamine,ACHN_KIDNEY,7.14,synergy
Teniposide,Altretamine,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,19.84,synergy
Teniposide,Altretamine,HOP62_LUNG,6.06,synergy
Teniposide,Altretamine,HOP92_LUNG,-6.22,antagonism
Teniposide,Altretamine,HS578T_BREAST,12.12,synergy
Teniposide,Altretamine,IGROV1_OVARY,5.62,synergy
Teniposide,Altretamine,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,16.5,synergy
Teniposide,Altretamine,MCF7_BREAST,-11.57,antagonism
Teniposide,Altretamine,NCIH460_LUNG,7.32,synergy
Teniposide,Altretamine,SKMEL5_SKIN,-5.15,antagonism
Teniposide,Altretamine,SKOV3_OVARY,-6.65,antagonism
Teniposide,Altretamine,SNB75_CENTRAL_NERVOUS_SYSTEM,-6.58,antagonism
Teniposide,Altretamine,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,10.55,synergy
Teniposide,Altretamine,T47D_BREAST,-8.44,antagonism
Teniposide,Anastrozole,A498_KIDNEY,-8.5,antagonism
Teniposide,Anastrozole,HOP92_LUNG,-11.97,antagonism
Teniposide,Anastrozole,HT29_LARGE_INTESTINE,-6.45,antagonism
Teniposide,Anastrozole,IGROV1_OVARY,-10.38,antagonism
Teniposide,Anastrozole,MCF7_BREAST,-8.85,antagonism
Teniposide,Anastrozole,NCIH2122_LUNG,-7.09,antagonism
Teniposide,Anastrozole,NCIH226_LUNG,-6.67,antagonism
Teniposide,Anastrozole,NCIH522_LUNG,-9.65,antagonism
Teniposide,Anastrozole,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,6.75,synergy
Teniposide,Anastrozole,SF539_CENTRAL_NERVOUS_SYSTEM,-6.22,antagonism
Teniposide,Anastrozole,SKMEL28_SKIN,-6.16,antagonism
Teniposide,Anastrozole,SNB75_CENTRAL_NERVOUS_SYSTEM,-7.92,antagonism
Teniposide,Anastrozole,T47D_BREAST,-9.68,antagonism
Teniposide,Anastrozole,UACC62_SKIN,-9.87,antagonism
Teniposide,Anastrozole,UO31_KIDNEY,-5.53,antagonism
Teniposide,Bortezomib,A498_KIDNEY,-8.14,antagonism
Teniposide,Bortezomib,EKVX_LUNG,-9.47,antagonism
Teniposide,Bortezomib,IGROV1_OVARY,-10.05,antagonism
Teniposide,Bortezomib,KM12_LARGE_INTESTINE,-8.53,antagonism
Teniposide,Bortezomib,LOXIMVI_SKIN,-5.67,antagonism
Teniposide,Bortezomib,MALME3M_SKIN,-9.01,antagonism
Teniposide,Bortezomib,MCF7_BREAST,-7.64,antagonism
Teniposide,Bortezomib,MDAMB231_BREAST,-10.16,antagonism
Teniposide,Bortezomib,MDAMB468_BREAST,-10.27,antagonism
Teniposide,Bortezomib,NCIH226_LUNG,-6.55,antagonism
Teniposide,Bortezomib,NCIH23_LUNG,-5.76,antagonism
Teniposide,Bortezomib,NCIH460_LUNG,-9.53,antagonism
Teniposide,Bortezomib,NCIH522_LUNG,-9.9,antagonism
Teniposide,Bortezomib,PC3_PROSTATE,-5.92,antagonism
Teniposide,Bortezomib,SKMEL5_SKIN,-8.86,antagonism
Teniposide,Bortezomib,SKOV3_OVARY,-8.1,antagonism
Teniposide,Bortezomib,SNB75_CENTRAL_NERVOUS_SYSTEM,-7.51,antagonism
Teniposide,Bortezomib,SW620_LARGE_INTESTINE,-9.36,antagonism
Teniposide,Bortezomib,T47D_BREAST,-6.03,antagonism
Teniposide,Bortezomib,UACC62_SKIN,-5.96,antagonism
Teniposide,Bortezomib,UO31_KIDNEY,-5.95,antagonism
Teniposide,Busulfan,CAKI1_KIDNEY,-6.42,antagonism
Teniposide,Busulfan,HCT15_LARGE_INTESTINE,6.65,synergy
Teniposide,Busulfan,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,14.9,synergy
Teniposide,Busulfan,HOP62_LUNG,-5.14,antagonism
Teniposide,Busulfan,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,5.34,synergy
Teniposide,Busulfan,KM12_LARGE_INTESTINE,-8.16,antagonism
Teniposide,Busulfan,MDAMB231_BREAST,-10.54,antagonism
Teniposide,Busulfan,MDAMB468_BREAST,-9,antagonism
Teniposide,Busulfan,NCIH226_LUNG,-6.69,antagonism
Teniposide,Busulfan,NCIH522_LUNG,-5.01,antagonism
Teniposide,Busulfan,PC3_PROSTATE,-6.62,antagonism
Teniposide,Busulfan,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,12.8,synergy
Teniposide,Busulfan,SKOV3_OVARY,-7.59,antagonism
Teniposide,Busulfan,SNB75_CENTRAL_NERVOUS_SYSTEM,-8.18,antagonism
Teniposide,Busulfan,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,6.49,synergy
Teniposide,Busulfan,T47D_BREAST,-9.21,antagonism
Teniposide,Busulfan,UACC62_SKIN,-11.34,antagonism
Teniposide,Carmustine,BT549_BREAST,6.37,synergy
Teniposide,Carmustine,EKVX_LUNG,5.43,synergy
Teniposide,Carmustine,IGROV1_OVARY,-10.95,antagonism
Teniposide,Carmustine,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-6.11,antagonism
Teniposide,Carmustine,MALME3M_SKIN,-6.13,antagonism
Teniposide,Carmustine,MDAMB231_BREAST,-9.4,antagonism
Teniposide,Carmustine,NCIH2122_LUNG,-8.68,antagonism
Teniposide,Carmustine,PC3_PROSTATE,-6.48,antagonism
Teniposide,Carmustine,SKMEL28_SKIN,-6.69,antagonism
Teniposide,Carmustine,SW620_LARGE_INTESTINE,-7.2,antagonism
Teniposide,Carmustine,T47D_BREAST,-8.88,antagonism
Teniposide,Carmustine,U251MG_CENTRAL_NERVOUS_SYSTEM,6.03,synergy
Teniposide,Carmustine,UACC62_SKIN,-6.65,antagonism
Teniposide,Chlorambucil,A498_KIDNEY,-11.92,antagonism
Teniposide,Chlorambucil,A549_LUNG,-7.89,antagonism
Teniposide,Chlorambucil,BT549_BREAST,-5.39,antagonism
Teniposide,Chlorambucil,DU145_PROSTATE,-10.56,antagonism
Teniposide,Chlorambucil,EKVX_LUNG,-7.13,antagonism
Teniposide,Chlorambucil,HCT116_LARGE_INTESTINE,-6.8,antagonism
Teniposide,Chlorambucil,HCT15_LARGE_INTESTINE,-9.45,antagonism
Teniposide,Chlorambucil,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,8.96,synergy
Teniposide,Chlorambucil,HOP92_LUNG,-17.05,antagonism
Teniposide,Chlorambucil,HT29_LARGE_INTESTINE,-10.42,antagonism
Teniposide,Chlorambucil,MALME3M_SKIN,-8.26,antagonism
Teniposide,Chlorambucil,MCF7_BREAST,-17.08,antagonism
Teniposide,Chlorambucil,MDAMB231_BREAST,-8.9,antagonism
Teniposide,Chlorambucil,NCIH226_LUNG,-8.43,antagonism
Teniposide,Chlorambucil,NCIH23_LUNG,-8.42,antagonism
Teniposide,Chlorambucil,PC3_PROSTATE,-8.95,antagonism
Teniposide,Chlorambucil,SF539_CENTRAL_NERVOUS_SYSTEM,-9.81,antagonism
Teniposide,Chlorambucil,SKMEL5_SKIN,-10.12,antagonism
Teniposide,Chlorambucil,SKOV3_OVARY,-5.95,antagonism
Teniposide,Chlorambucil,SNB75_CENTRAL_NERVOUS_SYSTEM,-11.02,antagonism
Teniposide,Chlorambucil,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,11.2,synergy
Teniposide,Chlorambucil,SW620_LARGE_INTESTINE,-11.86,antagonism
Teniposide,Chlorambucil,T47D_BREAST,-13.32,antagonism
Teniposide,Chlorambucil,U251MG_CENTRAL_NERVOUS_SYSTEM,-7.43,antagonism
Teniposide,Chlorambucil,UACC62_SKIN,-11.73,antagonism
Teniposide,Chlorambucil,UO31_KIDNEY,-8.26,antagonism
Teniposide,Crizotinib,CAKI1_KIDNEY,-8.09,antagonism
Teniposide,Crizotinib,EKVX_LUNG,-8.93,antagonism
